Title,Image Link,Ingredients
Woolworths Paprika Ground 30g,https://assets.woolworths.com.au/images/1005/251130.jpg?impolicy=wowsmkqiema&w=260&h=260,"Paprika."
Sunrice Koshihikari Sushi Rice 750g,https://assets.woolworths.com.au/images/1005/861530.jpg?impolicy=wowsmkqiema&w=260&h=260,"Milled Koshihikari Rice."
Coca - Cola Classic  Soft Drink Multipack Cans 375ml X 24 Pack,https://assets.woolworths.com.au/images/1005/42605.jpg?impolicy=wowsmkqiema&w=260&h=260,"Carbonated Water, Sugar, Colour (150d), Food Acid (338), Flavour, Caffeine."
Tasti Smooshed Wholefood Balls Cacao Brownie 69g,https://assets.woolworths.com.au/images/1005/65162.jpg?impolicy=wowsmkqiema&w=260&h=260,"Dates, Cashews, Cacao 8%, Coconut, A hint of Natural Flavour"
Vetta Smart Protein Spirals Pasta 375g,https://assets.woolworths.com.au/images/1005/117547.jpg?impolicy=wowsmkqiema&w=260&h=260,"Australian durum wheat semolina, wheat gluten, oat fibre"
Macro Organic Pasta Sauce Chunky Tomato Garlic Basil 500g,https://assets.woolworths.com.au/images/1005/791171.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Tomatoes (89%) (Reconstituted Organic Tomato Puree, Organic Diced Tomatoes), Organic Onions, Organic Raw Sugar, Sea Salt, Organic Olive Oil, Organic Garlic Powder (0.4%), Concentrated Lemon Juice, Organic Basil (0.2%)"
The Spice Tailor Original Tikka Masala 300g,https://assets.woolworths.com.au/images/1005/452267.jpg?impolicy=wowsmkqiema&w=260&h=260,"Onion (43%), Yoghurt (Water, MILK Powder, culture),, Tomato Paste (11%), Sunflower Oil, Water, Butter,, Garlic (4%), Ginger (2%), Ground and Whole Spice,s (2%), Rice flour, Cream (1%), Salt, Sugar, CASHE,W NUTS, Chilli Powder."
Spc Baked Beans Rich Tomato 220g X 4 Pack,https://assets.woolworths.com.au/images/1005/49314.jpg?impolicy=wowsmkqiema&w=260&h=260,"Navy Beans (50%), Rich Tomato Sauce Tomato Puree (26%), Water, Sugar, Maize Thickener (1422), Salt, Seasoning (Contains Natural Flavours), Food Acid (Citric), Antioxidant (Ascorbic Acid)."
Woolworths Cumin Ground Ground 30g,https://assets.woolworths.com.au/images/1005/251007.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cumin."
Csr Icing Sugar Pure 500g,https://assets.woolworths.com.au/images/1005/71487.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cane Sugar."
Sanitarium So Good Long Life Vanilla Bliss Soy Milk 1l,https://assets.woolworths.com.au/images/1005/5535.jpg?impolicy=wowsmkqiema&w=260&h=260,"Filtered water, soy protein (3.5%), corn maltodextrin, cane sugar, fructose, vegetable oils (sunflower, canola),minerals (calcium, phosphorus, magnesium), acidity regulators (332, 450), flavour, antioxidant (ascorbic acid), vitamins (B12, A, B2, B1)."
Vitasoy Rice Milk 1l,https://assets.woolworths.com.au/images/1005/209424.jpg?impolicy=wowsmkqiema&w=260&h=260,"Filtered Water, Whole Brown Rice (min. 13%), Sunflower Oil, Mineral (Calcium Phosphate), Sea Salt."
Macro Australian Walnuts 250g,https://assets.woolworths.com.au/images/1005/188938.jpg?impolicy=wowsmkqiema&w=260&h=260,"Walnuts"
Sa Gourmet Food Co Classic Italian Minestrone Soup 430g,https://assets.woolworths.com.au/images/1005/85195.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Vegetables (30%) [Tomato, Peas, Carrot, Celery, Onion], White Beans (9%), Reconstituted Tomato Puree, Potato Starch, Natural Flavour (Salt, Maltodextrin, Sugar, Natural Flavour, Yeast Extract, Onion Powder, Spices), Vegetable Oil, Garlic, Herbs, Salt."
Cobs Natural Popcorn Lightly Salted Slightly Sweet 120g,https://assets.woolworths.com.au/images/1005/377593.jpg?impolicy=wowsmkqiema&w=260&h=260,"POPCORN (63%), SUNFLOWER OIL OR CANOLA OIL - HI OL EIC, RAW SUGAR, SEA SALT"
Kitkat 4 Finger Milk Chocolate Bar 45g,https://assets.woolworths.com.au/images/1005/98376.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients:           Sugar,  Milk  Solids,  Wheat  Flour, Cocoa Butter^, Vegetable Fat Emulsifier ( Soy  Lecithin), Cocoa Mass^, Choc Paste ( Milk, Wheat, Soy ), Emulsifiers ( Soy  Lecithin, 476),  Cocoa^,  Raising Agent (Sodium Bicarbonate), Salt, Yeast, Processing Aid ( Wheat ), Flavour.           Contains Milk, Wheat, Gluten, Soy.            May Contain Tree Nuts.           Product Contains 67% Milk Chocolate and 33% Wafer Fingers.          Milk Chocolate Contains Minimum 22% Cocoa Solids, 25% Milk Solids.          ^ Rainforest Alliance Certified Tm  Cocoa. Find Out More at Ra.Org."
Celestial Sleepy Time Herbal Tea Bags 40 Pack,https://assets.woolworths.com.au/images/1005/91905.jpg?impolicy=wowsmkqiema&w=260&h=260,"Chamomile, Spearmint, Lemongrass, Tilia Flowers, Blackberry Leaves, Hawthorn and Rosebuds."
The Spice Tailor Delicate Korma Curry 300g,https://assets.woolworths.com.au/images/1005/452500.jpg?impolicy=wowsmkqiema&w=260&h=260,"Onion (32.3%), Yoghurt (Water, MILK Powder, Culture), Water, Coconut Milk Powder (8%), Sunflower Oil, Butter, Garlic, Cream (4%), CASHEW NUTS (3%), Ginger, Ground and Whole Spices (2%), Tomato Paste, Rice Flour, Salt, Sugar, Milk Powder, Colour: Paprika Extract."
Uncle Tobys Oats Traditonal Rolled Oats Porridge 1kg,https://assets.woolworths.com.au/images/1005/33036.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Uncle Tobys Whole Grain Rolled  Oats .         Contains Gluten.          May Contain Wheat, Rye, Barley, Lupin."
Twinings Blackcurrant & Blueberry Tea Bags 10 Pack,https://assets.woolworths.com.au/images/1005/95460.jpg?impolicy=wowsmkqiema&w=260&h=260,"Hibiscus, Rosehip, Blackberry Leaves, Blackcurrant Flavour (5%), Liquorice Root, Blueberry Flavour (2%)."
Thomy Mayonnaise 470g,https://assets.woolworths.com.au/images/1005/19274.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients: Vegetable Oil, Water,  Egg  Yolk (6.2%), Vinegar, Sugar,   Salt, Mustard, Spices, Stabiliser (385).       Contains Egg.        May Contain Milk."
Woolworths Mini Blueberry Muffins 8 Pack,https://assets.woolworths.com.au/images/1005/883002.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wheat Flour, Water, Sugar, Blueberries (13%), Canola Oil, Dextrose, Egg Powder, Whey Powder (Milk), Raising Agents (450, 501), Thickeners (1422, 415), Salt, Natural Flavour, Preservative (202)."
Woolworths Italian Dried Herbs 10g,https://assets.woolworths.com.au/images/1005/251075.jpg?impolicy=wowsmkqiema&w=260&h=260,"Marjoram, Rosemary, Thyme, Savory, Sage, Oregano, Basil."
Masterfoods All Purpose Seasoning 65g,https://assets.woolworths.com.au/images/1005/32857.jpg?impolicy=wowsmkqiema&w=260&h=260,"Salt, Rice Flour, Paprika 5%, Onion 4%, Pepper 2%, Garlic, Vegetable Oil, Basil, Celery Seed, Colour (Paprika Oleoresin)."
Starbucks By Nespresso Single Origin Colombia Coffee Pods Capsules 10 Pack,https://assets.woolworths.com.au/images/1005/59694.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Arabica Roast & Ground Coffee"
Mccormick Organic Turmeric Ground 17g,https://assets.woolworths.com.au/images/1005/700508.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Tumeric (100%)"
Equal Sweetener Sachets 100 Pack,https://assets.woolworths.com.au/images/1005/36387.jpg?impolicy=wowsmkqiema&w=260&h=260,"DextroseSweeteners: Aspartame (2%)Acesulphame-K (0.5%)"
Natural Coarse Sea Salt Grinder 380g,https://assets.woolworths.com.au/images/1005/702205.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients Not Found"
Wokka Noodles Thin Egg Style Stir Fry 440g,https://assets.woolworths.com.au/images/1005/116839.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Wheat Flour, Canola Oil, Tapioca Starch, Egg Powder (1%), Salt, Acidity Regulator: (575), Colours: (102, 110)."
Cobs Popcorn Lightly Salted Slightly Sweet Gluten Free 5 Pack,https://assets.woolworths.com.au/images/1005/820458.jpg?impolicy=wowsmkqiema&w=260&h=260,"POPCORN (63%), SUNFLOWER OR CANOLA OIL- HI OLEIC, RAW SUGAR, SEA SALT."
Tetley Decaffeinated Tea Bags 100 Pack,https://assets.woolworths.com.au/images/1005/156690.jpg?impolicy=wowsmkqiema&w=260&h=260,"Black Tea (Decaffeinated)."
Vetta Smart Fibre Penne Pasta 500g,https://assets.woolworths.com.au/images/1005/94456.jpg?impolicy=wowsmkqiema&w=260&h=260,"Australian durum wheat semolina, oat fibre (3%)."
Masterfoods Large Tuscan Seasoning 155g,https://assets.woolworths.com.au/images/1005/249549.jpg?impolicy=wowsmkqiema&w=260&h=260,"Salt, Sugar, Garlic 15%, Pepper 11%, Rosemary 9%, Parsley, Vegetable Oil."
Tasti Smooshed Wholefood Balls Berry Cashew & Cacao 207g,https://assets.woolworths.com.au/images/1005/684167.jpg?impolicy=wowsmkqiema&w=260&h=260,"Dates, Cashews 19%, Cacao 10%, Cranberries 5% (Cranberries (3.5%), Apple Juice Concentrate, Sunflower Oil), Coconut, A hint of Natural Flavour"
Tabasco Sriracha Sauce 256ml,https://assets.woolworths.com.au/images/1005/79955.jpg?impolicy=wowsmkqiema&w=260&h=260,"Red Jalapeo Pepper, Water, Sugar, Salt, Garlic, Distilled Vinegar, Xanthan Gum and TABASCO Brand Pepper Sauce (Distilled Vinegar, Red Pepper, Salt)."
Mission White Strip Corn Chips 500g,https://assets.woolworths.com.au/images/1005/608248.jpg?impolicy=wowsmkqiema&w=260&h=260,"Corn Flour (76%), Vegetable Oil, Water, Salt"
Snickers Chocolate Party Share Bag 12 Pieces 180g,https://assets.woolworths.com.au/images/1005/206889.jpg?impolicy=wowsmkqiema&w=260&h=260,"A SNICKERS BAR CONTAINS MILK CHOCOLATE 35%, CARAME,L 26%, PEANUTS 23% AND NOUGAT 15%. INGREDIENTS: SU,GAR, PEANUTS, GLUCOSE SYRUP, MILK SOLIDS, COCOA BU,TTER, COCOA MASS, VEGETABLE OIL, VEGETABLE FAT, SA,LT, EMULSIFIER (SOY LECITHIN), EGG WHITE, FLAVOURS,"
Sunrice White Rice Calrose Medium Grain 2kg,https://assets.woolworths.com.au/images/1005/33181.jpg?impolicy=wowsmkqiema&w=260&h=260,"Medium Grain White Rice."
Leggos Tuna Bake 500g,https://assets.woolworths.com.au/images/1005/452031.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, cream cheese (*milk*, cream (*milk*), salt,,thickener (locust bean gum), starter culture), cr,eam (*milk*), spinach (3%), thickeners (1442, xant,han gum), canola oil, cheese (powder (natural flav,our (contains *milk*))), sugar, salt, onion (1%),,garlic, extract"
Werther's Original Toffees 3 Pack,https://assets.woolworths.com.au/images/1005/82390.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, glucose syrup (wheat), cream (from milk)(7%), condensed whey (from milk), butter (4.5%)(from milk), cane sugar syrup, salt, butterfat, emulsifier (soy lecithin), flavour"
Woolworths Oregano Leaves 10g,https://assets.woolworths.com.au/images/1005/251127.jpg?impolicy=wowsmkqiema&w=260&h=260,"Oregano (100%)"
Woolworths Walnuts 150g 150g,https://assets.woolworths.com.au/images/1005/368726.jpg?impolicy=wowsmkqiema&w=260&h=260,"Walnuts"
Heinz Spaghetti Extra Cheesy Pasta Canned Spaghetti 300g,https://assets.woolworths.com.au/images/1005/625155.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tomato Sauce (52%) Tomatoes (48%), Sugar, Cheese (,0.9%) (Contains Milk), Salt, Food Acid (Citric Aci,d), Spaghetti (48%) (Water, Wheat Flour)."
Annalisa Diced Tomatoes Garlic & Basil 400g,https://assets.woolworths.com.au/images/1005/517491.jpg?impolicy=wowsmkqiema&w=260&h=260,"Diced Tomatoes (60%), Tomato Juice, Fresh Basil (1%), Garlic (0.5%), Onion (0.5%), Salt."
Woolworths Chilli Flakes 23g,https://assets.woolworths.com.au/images/1005/250994.jpg?impolicy=wowsmkqiema&w=260&h=260,"Chilli."
Edgell Peas Corn & Carrots Corn & Carrots 420g,https://assets.woolworths.com.au/images/1005/345414.jpg?impolicy=wowsmkqiema&w=260&h=260,"Vegetables (60%) (peas, corn, carrot), water, sugar, salt."
Twinings English Breakfast Tea  Bags 50 Pack,https://assets.woolworths.com.au/images/1005/42982.jpg?impolicy=wowsmkqiema&w=260&h=260,"Black Tea."
Pearl River Dark Soy Sauce 500ml,https://assets.woolworths.com.au/images/1005/310223.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water 35%, Soybeans 24%, Sugar, Salt, Wheat Flour"
Vege Chips Rice Crackers Cheese 75g,https://assets.woolworths.com.au/images/1005/65464.jpg?impolicy=wowsmkqiema&w=260&h=260,"Rice Flour, Sunflower Oil, Tapioca Flour, Corn Starch, Sugar, Salt, Seasoning (Maltodextrin (Maize), Plant Fibre, Sugar, Onion, Sea Salt, Maize Protein Extract, Yeast Extract, Vegan Cheese Flavour, Turmeric, Paprika, Rosemary Extract."
Sweet William Rice Crackle Chocolate Koalas 12 Pack,https://assets.woolworths.com.au/images/1005/151978.jpg?impolicy=wowsmkqiema&w=260&h=260,"Raw Cane Sugar, Cocoa Butter (Non Dairy), Soy Flour, Cocoa Mass, Maize Maltodextrin, Puffed Rice (8%), Cocoa Powder, Chicory Fibre, Emulsifiers (Sunflower Lecithin, E476), Natural flavours."
Woolworths Canola Cooking Spray 400g,https://assets.woolworths.com.au/images/1005/346864.jpg?impolicy=wowsmkqiema&w=260&h=260,"Canola Oil (72%), Emulsifier (Soy Lecithin 322),,Butane, Propane, Isobutane"
Woolworths Basmati Rice 2kg,https://assets.woolworths.com.au/images/1005/694551.jpg?impolicy=wowsmkqiema&w=260&h=260,"Basmati Rice"
Maggi Dry Recipe Bases Devilled Sausages 37g,https://assets.woolworths.com.au/images/1005/446476.jpg?impolicy=wowsmkqiema&w=260&h=260,"Our Ingredients:  Stock Powder: Corn Starch, Sugar, Onion (4.1%), Salt, Corn Seasoning, Garlic, Sunflower Oil, Potato Starch, Tamarind; Vegetables: Tomato,  Celery  Root; Spices:  Mustard  Seeds, Paprika (0.5%), Black Pepper, Cloves; Herbs: Thyme (0.2%), Bay Leaves (0.1%).              Contains Celery and Mustard.        May Contain Fish, Milk and Soy."
Leggo's Pasta Sauce Bolognese Red Wine Chunky Tomato & Herbs 500g,https://assets.woolworths.com.au/images/1005/451922.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tomato puree (74%) (from paste), diced tomatoes (10%), vegetables (7%) (onion, carrot), red wine (3%), sugar, thickener (1442), yeast extract, garlic, salt, herbs (0.1%) (parsley, oregano, rosemary, thyme), white pepper."
Massel 7's Beef Cubes Gluten Free 35g,https://assets.woolworths.com.au/images/1005/794812.jpg?impolicy=wowsmkqiema&w=260&h=260,"Southern Ocean Sea Salt, Maize Maltodextrin, Cane Sugar, Yeast Extract, Natural Vegetable Flavours, Caramalised Sugar Syrup,  Canola Oil, Extra Virgin Olive Oil, Dehydrated Celery."
Campbell's Country Ladle Soup Farmhouse Vegetable 495g,https://assets.woolworths.com.au/images/1005/45931.jpg?impolicy=wowsmkqiema&w=260&h=260,"Vegetables (53%) (Potatoes, Pumpkins, Carrots, Celery, Tomato Puree, Tomatoes, Sweet Corn, Pinto Beans, Green Beans, Peas), Water, Pearled Barley, Salt, Sugar, Yeast Extract (Contains Barley), Parsley, Thickener (Guar Gum), Garlic, Pepper, Mineral Salt (509)."
Loacker Quadratini Wafers Napolitaner 125g,https://assets.woolworths.com.au/images/1005/211293.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wheat Flour, Coconut Oil, Glucose Syrup, Sugar, Hazelnuts 11% in the Cream Filling, Whey Powder (Milk), Skimmed Milk Powder, Soy Flour, Fat-reduced Cocoa, Barley Malt Extract, Raising Agents (Sodium Hydrogen Carbonate, Disodium Diphosphate), Salt, Emulsifier Soy Lecithins, Spices, Bourbon Vanilla Pods"
Pringles Original Salted Potato Chips 53g,https://assets.woolworths.com.au/images/1005/479847.jpg?impolicy=wowsmkqiema&w=260&h=260,"Dehydrated potato, vegetable oils, wheat starch, rice flour, emulsifier (471), maltodextrin, salt, acidity regulator (330)."
Queen Fairtrade Vanilla Extract With Seeds 50ml,https://assets.woolworths.com.au/images/1005/774157.jpg?impolicy=wowsmkqiema&w=260&h=260,"Fairtrade Pure Vanilla Bean Extract* with Vanilla Seeds [Invert Syrup, Alcohol (20% vol.), Water, Vanilla Seeds]. Fairtrade certified and sourced from Fairtrade Producers. "
Werther's Original Toffee Eclairs 100g,https://assets.woolworths.com.au/images/1005/348023.jpg?impolicy=wowsmkqiema&w=260&h=260,"Glucose syrup (from wheat), sugar, vegetable fat, sweetened condensed skimmed milk (skimmed milk, sugar), humectant (sorbitol syrup from wheat), cocoa mass (5.4%), whole milk powder (milk), cream (2.6%)(from milk), whey powder (from milk), condensed whey (from milk), Butter (1.7%)(from milk), Lactose (from milk), Buttermilk Powder, emulsifier (soy lecithin 322), Salt, cane sugar syrup, flavour."
Heinz Beanz Baked Beans In Tomato Sauce Multipack 130g X4 Pack,https://assets.woolworths.com.au/images/1005/188059.jpg?impolicy=wowsmkqiema&w=260&h=260,"Navy Beans (50%), Tomato Sauce (50%) Tomatoes (26%), Water, Sugar, Maize Thickener (1422), Salt, Food Acid (Acetic Acid), Flavours. MAY BE PRESENT: Soy."
Sunrice Jasmine Fragrant Rice 5kg,https://assets.woolworths.com.au/images/1005/803520.jpg?impolicy=wowsmkqiema&w=260&h=260,"White Fragrant Rice."
Woolworths Peaches In Juice Cups 4 Pack,https://assets.woolworths.com.au/images/1005/744521.jpg?impolicy=wowsmkqiema&w=260&h=260,"Peaches (57%), Reconstituted Refined Juice (Water, Concentrated Pear Juice, Antioxidant (Ascorbic Acid), Acidity Regulator (Citric Acid))"
Twinings Irish Breakfast Tea Bags 100 Pack 200g,https://assets.woolworths.com.au/images/1005/8647.jpg?impolicy=wowsmkqiema&w=260&h=260,"Black Tea."
Poppin Microwave Popcorn Triple Butter Flavour Explosion 100g,https://assets.woolworths.com.au/images/1005/252429.jpg?impolicy=wowsmkqiema&w=260&h=260,"Popping corn (78%), Vegetable  Oils [contain antioxidants (370b from Soy, 304)], Salt, Natural  Flavour (contains Milk), Color (annatto)."
Woolworths Basil Leaves 10g,https://assets.woolworths.com.au/images/1005/250981.jpg?impolicy=wowsmkqiema&w=260&h=260,"Basil."
Pandaroo Ingredients Rice Paper Spring Roll 150g,https://assets.woolworths.com.au/images/1005/121531.jpg?impolicy=wowsmkqiema&w=260&h=260,"Rice Flour, Tapioca Starch, Salt"
Smith's Crinkle Cut Chilli 170g,https://assets.woolworths.com.au/images/1005/169770.jpg?impolicy=wowsmkqiema&w=260&h=260,"Potatoes (60%), Canola Oil, Sunflower Oil, Sugar, Maltodextrin, Salt, Spices (Paprika, Chilli, Cumin, Black Pepper), Herb (Oregano), Mineral Salt (Potassium Chloride), Yeast Extract, Natural Flavours, Food Acid (Citric Acid), Garlic Powder, Onion Powder, Tomato Powder, Natural Colour (Paprika Extract), Antioxidants (Tocopherols, Ascorbic Acid, Rosemary Extract)."
Sa Gourmet Food Co Creamy Pumpkin Soup 430g,https://assets.woolworths.com.au/images/1005/84981.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Pumpkin (30%), Onion, Carrot, Cream (MILK) (2%), Modified Starch (1422), Salt, Natural Flavour (Salt, Maltodextrin, Sugar, Natural Flavour, Yeast Extract, Onion Powder, Spices), Garlic, Spices."
San Remo Risoni Pasta 500g,https://assets.woolworths.com.au/images/1005/98567.jpg?impolicy=wowsmkqiema&w=260&h=260,"Durum Wheat Semolina."
Tabasco Chipotle Sauce 60ml,https://assets.woolworths.com.au/images/1005/474369.jpg?impolicy=wowsmkqiema&w=260&h=260,"Chipotle Peppers (25%-30%), Distilled Vinegar, Water, Salt, Sugar, Onion Powder, Garlic Powder, Spices and TABASCO Brand Pepper Pulp (Distilled Vinegar, Red Pepper, Salt)."
The Spice Tailor Rustic Rogan Josh 300g,https://assets.woolworths.com.au/images/1005/452464.jpg?impolicy=wowsmkqiema&w=260&h=260,"Onion (30%), Yoghurt (Water, MILK Powder, Culture), Sunflower Oil, Tomato Paste (9%), Garlic, Ginger, Water, Ground and Whole Spices, Coriander Leaves, Salt, Coriander Powder, Red Chillies, CASHEW NUTS, Sugar, Pomegranate Powder."
Kellogg's Sustain Original Breakfast Cereal 460g,https://assets.woolworths.com.au/images/1005/243805.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole grains (54%)(wheat, brown rice, rolled oats), corn, fruit (12%) (sultanas, dried apple preservative (223 sulphites), currants), sugar, almonds (2%), wheat germ, invert syrup, barley malt extract, salt, minerals (iron, zinc oxide), vitamins (niacin, vitamin B6, riboflavin, folate)."
Passage To Asia Satay Chicken 200g,https://assets.woolworths.com.au/images/1005/703559.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Sugar, Onion, Peanut (8%), Corn Starch, Salt, Spices, Ginger, Natural Colours (Caramel I, Turmeric Oleoresin), Natural Flavours, Food Acid (Citric), Vegetable Gums (Guar, Xanthan)"
Woolworths Pine Nuts 80g,https://assets.woolworths.com.au/images/1005/726355.jpg?impolicy=wowsmkqiema&w=260&h=260,"Pine Nuts."
Edgell Snack Time Chargrilled Corn Black Beans W Lime & Herbs 70g 70g,https://assets.woolworths.com.au/images/1005/153220.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cooked black beans (46%), chargrilled corn (31%), water, sunflower oil, lime juice (4%), coriander (1%), paprika, salt, natural flavour."
Hart & Soul All Natural Cauliflower Cashew Soup 400g,https://assets.woolworths.com.au/images/1005/676616.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Cauliflower (14%), Potato, Cashew Nut (4%), Rice Bran Oil, Garlic, Salt, Coconut Sugar, Parsley, Celery, Pepper."
Cloverdale Pure Honey Squeeze 400g,https://assets.woolworths.com.au/images/1005/89160.jpg?impolicy=wowsmkqiema&w=260&h=260,"Honey"
Mutti Parma Sugo Semplice Basil Pasta Sauce 400g,https://assets.woolworths.com.au/images/1005/81715.jpg?impolicy=wowsmkqiema&w=260&h=260,"Chopped tomatoes 81%, tomato paste 12%, olive oil, sugar, basil 0.9%, onion 0.7%, celery, salt, natural flavourings."
Woolworths Creamed Corn 400g,https://assets.woolworths.com.au/images/1005/492070.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sweetcorn (48%), Water, Corn Starch, Sugar, Salt, Acidity Regulator (Citric Acid)"
Masterfoods Chinese Beef Stir Fry Recipe Base 175g,https://assets.woolworths.com.au/images/1005/172092.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Soy Sauce 14% (Water, Wheat, Soybeans, Salt,), Sugar, Garlic 6%, Thickener (Modified Cornstarc,h), Apera, Flavour (contains Flavour Enhancer (Dis,odium-5 Ribonucleotides)), Ginger Puree 1% (contai,ns Soy), Salt, Food Acid (Citric), Pepper, Cinnamo,n, Clove, Fennel, Star Anise."
Woolworths Whole Baby Carrots Baby 410g,https://assets.woolworths.com.au/images/1005/218900.jpg?impolicy=wowsmkqiema&w=260&h=260,"Baby Carrots (60%), Water, Sugar, Salt"
Amoy White Rice Wine Vinegar 250ml,https://assets.woolworths.com.au/images/1005/627085.jpg?impolicy=wowsmkqiema&w=260&h=260,"Rice Vinegar (Water, Rice) (74%), Water"
Calbee Harvest Snaps Original Salted 5 Pack,https://assets.woolworths.com.au/images/1005/265696.jpg?impolicy=wowsmkqiema&w=260&h=260,"Green Peas (70%), Rice Bran Oil (Antioxidant (304)), Pea Fibre, Original Salted Seasoning (4.5%) [Sugar, Salt, Maltodextrin, Yeast Extract, Vegetable Oil, Flavour Enhancer (635), Anti-Caking Agent (551), Acidity Regulator (Citric Acid)], Stabiliser (170)."
Bega Peanut Butter Crunchy 780g,https://assets.woolworths.com.au/images/1005/38921.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roasted Peanuts (85%), Vegetable Oil (Contains Antioxidant (320)), Sugar, Salt."
Woolworths Baby Corn Spears 410g Can,https://assets.woolworths.com.au/images/1005/491829.jpg?impolicy=wowsmkqiema&w=260&h=260,"Baby Corn (54%), Water, Acidity Regulator (Citric Acid)"
Woolworths Paprika Smoked 30g,https://assets.woolworths.com.au/images/1005/251131.jpg?impolicy=wowsmkqiema&w=260&h=260,"Paprika."
Dolmio Extra Italian Herbs Tomato Pasta Sauce 500g,https://assets.woolworths.com.au/images/1005/758314.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tomatoes (from Paste, Food Acid (Citric)) 84%, Garlic, Onion, Sugar, Thickener (Modified Cornstarch), Herbs (Basil, Oregano, Marjoram) 1%, Salt, Food Acid (Citric), Yeast Extract."
Masterfoods Lemon Herb & Garlic Seasoning 46g,https://assets.woolworths.com.au/images/1005/355479.jpg?impolicy=wowsmkqiema&w=260&h=260,"Salt, Garlic 21%, Rice Flour, Sugar, Herbs (Parsley, Oregano, Rosemary) 10%, Lemon Peel 3.5%, Pepper, Food Acid (Citric), Lemon Oil, Vegetable Oil, Garlic Extract."
Arnott's Cruskits Rye Crispbreads 125g,https://assets.woolworths.com.au/images/1005/197463.jpg?impolicy=wowsmkqiema&w=260&h=260,"Rye Flour, Milk Solids, Salt."
Macro Organic Cannellini Beans 425g,https://assets.woolworths.com.au/images/1005/700639.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Cannellini Beans (60%), Water"
The Spice Tailor Thai Massaman Curry Kit 275g,https://assets.woolworths.com.au/images/1005/3414.jpg?impolicy=wowsmkqiema&w=260&h=260,"Coconut Cream (44%), Water, Soy Sauce (Water, SOYA,, BEANS, WHEAT, Salt), Garlic, Lemongrass (3%), Dr,y Spices (2%), Galangal Root (2%), Sugar, Raw Suga,r, Coriander Seeds, Red Chilli, Rice Flour, Kaffir,Lime Leaves, Salt, Shallot Powder."
Woolworths Ginger Ground 25g,https://assets.woolworths.com.au/images/1005/251024.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ginger."
Macro Organic Flour Wholemeal Spelt 750g,https://assets.woolworths.com.au/images/1005/335402.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Whole Grain Spelt Flour"
Cornwell's Apple Cider Vinegar Cider 2l,https://assets.woolworths.com.au/images/1005/32523.jpg?impolicy=wowsmkqiema&w=260&h=260,"Naturally brewed apple cider vinegar, apple extract."
La Molisana Pastifico Extra Di Lusso Linguine 500g,https://assets.woolworths.com.au/images/1005/74614.jpg?impolicy=wowsmkqiema&w=260&h=260,"Durum Wheat Semolina"
Mayver's Crunchy Peanut Butter 375g,https://assets.woolworths.com.au/images/1005/781034.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roasted Peanuts (99.3%) & Sea Salt."
Edgell Australian Sliced Beetroot 825g,https://assets.woolworths.com.au/images/1005/34333.jpg?impolicy=wowsmkqiema&w=260&h=260,"Beetroot (61%), water, sugar, food acid (acetic), salt."
